customer_id,payment_method,monthly_charges,total_charges,total_charges_missing_flag
0750-EKNGL,Mailed check,20.75,141.1,0
7669-LCRSD,Mailed check,56.3,628.65,0
3567-PQTSO,Electronic check,105.25,5576.3,0
5519-NPHVG,Electronic check,94.2,1046.1,0
8043-PNYSD,Mailed check,19.55,1245.6,0
9938-EKRGF,Mailed check,84.45,1287.85,0
2703-AMTUL,Mailed check,53.65,1939.35,0
0928-JMXNP,Electronic check,29.9,118.25,0
8173-RXAYP,Mailed check,19.7,452.55,0
4825-XJGDM,Credit card (automatic),43.7,2696.55,0
5402-HTOTQ,Electronic check,55.3,875.35,0
6734-JDTTV,Credit card (automatic),19.85,1267.05,0
7850-THJMU,Credit card (automatic),19.65,494.9,0
3890-RTCMS,Mailed check,49.45,799.0,0
8849-GYOKR,Bank transfer (automatic),106.55,5763.3,0
3148-BLQJT,Mailed check,20.1,20.1,0
3717-FDJFU,Mailed check,20.45,106.9,0
3665-JATSN,Electronic check,39.7,710.05,0
7966-YOTQW,Credit card (automatic),54.5,568.2,0
0461-CVKMU,Electronic check,83.8,1900.25,0
8806-EAGWC,Mailed check,55.15,159.15,0
8853-TZDGH,Bank transfer (automatic),111.6,8012.75,0
7779-LGOVN,Electronic check,86.65,856.65,0
4324-BZCKL,Mailed check,55.55,551.3,0
6924-TDGMT,Mailed check,20.55,184.95,0
9710-ZUSHQ,Bank transfer (automatic),106.75,4056.75,0
1536-YHDOE,Mailed check,62.1,1096.65,0
8123-QBNAZ,Credit card (automatic),104.5,3684.95,0
3629-ZNKXA,Electronic check,101.8,1752.45,0
4827-LTQRJ,Credit card (automatic),110.6,7210.85,0
7711-YIJWC,Bank transfer (automatic),84.9,5264.5,0
5482-VXSXJ,Mailed check,93.2,2157.3,0
7365-BVCJH,Electronic check,24.4,24.4,0
9620-ENEJV,Credit card (automatic),70.55,433.95,0
4183-WCSEP,Electronic check,78.45,2435.15,0
2378-YIZKA,Credit card (automatic),85.0,5607.75,0
5498-TXHLF,Electronic check,87.45,2874.15,0
0689-DSXGL,Bank transfer (automatic),85.8,4433.3,0
6818-DJXAA,Electronic check,91.1,964.35,0
9722-UJOJR,Electronic check,70.75,1974.8,0
0464-WJTKO,Bank transfer (automatic),20.1,1460.85,0
8902-ZEOVF,Mailed check,20.05,951.55,0
6778-EICRF,Mailed check,74.8,1821.2,0
2662-NNTDK,Credit card (automatic),24.8,1600.95,0
4132-KALRO,Mailed check,100.85,399.25,0
3902-FOIGH,Electronic check,101.35,1218.55,0
6772-KSATR,Electronic check,81.7,81.7,0
7112-OPOTK,Electronic check,68.25,2171.15,0
2874-YXVVA,Electronic check,105.1,3634.8,0
1245-HARPS,Mailed check,20.4,292.4,0
4210-QFJMF,Electronic check,79.15,317.25,0
4323-ELYYB,Mailed check,20.0,218.55,0
4293-ETKAP,Bank transfer (automatic),79.4,5071.9,0
6064-PUPMC,Credit card (automatic),57.2,1423.35,0
6504-VBLFL,Electronic check,58.6,3068.6,0
6322-PJJDJ,Electronic check,94.8,4690.65,0
0330-BGYZE,Bank transfer (automatic),102.5,6157.6,0
1085-LDWAM,Credit card (automatic),20.35,1442.65,0
7586-ZATGZ,Electronic check,84.9,3369.05,0
7197-VOJMM,Credit card (automatic),69.2,4671.65,0
3318-OSATS,Electronic check,95.45,3474.05,0
5828-AVIPD,Electronic check,100.95,1875.55,0
1843-TLSGD,Mailed check,20.85,272.35,0
9626-VFRGG,Bank transfer (automatic),88.5,3645.05,0
7075-BNDVQ,Mailed check,35.0,135.75,0
9143-CANJF,Electronic check,55.15,1319.85,0
7284-BUYEC,Credit card (automatic),50.95,229.4,0
2041-JIJCI,Electronic check,64.0,370.25,0
1086-LXKFY,Mailed check,69.1,69.1,0
4900-MSOMT,Bank transfer (automatic),80.2,5714.2,0
2229-VWQJH,Credit card (automatic),49.3,1233.25,0
9194-GFVOI,Credit card (automatic),84.35,3571.6,0
1336-EZFZY,Mailed check,20.05,83.3,0
4282-MSACW,Credit card (automatic),117.2,8035.95,0
1403-LKLIK,Mailed check,20.1,579.4,0
2636-ALXXZ,Electronic check,69.6,69.6,0
7774-OJSXI,Electronic check,103.45,3066.45,0
7786-WBJYI,Bank transfer (automatic),77.95,305.55,0
0136-IFMYD,Electronic check,109.95,7634.25,0
5144-TVGLP,Electronic check,94.75,3653.0,0
9643-AVVWI,Electronic check,80.0,241.3,0
0253-ZTEOB,Electronic check,79.65,3870.3,0
2706-QZIHY,Mailed check,25.2,387.9,0
6061-PQHMK,Credit card (automatic),19.9,527.5,0
9885-CSMWE,Electronic check,78.45,78.45,0
6137-MFAJN,Electronic check,44.8,2104.55,0
9122-UMROB,Mailed check,20.3,20.3,0
4232-JGKIY,Electronic check,19.2,19.2,0
2402-TAIRZ,Electronic check,80.05,3019.1,0
9659-ZTWSM,Bank transfer (automatic),107.35,7051.95,0
9139-TWBAS,Bank transfer (automatic),47.85,1190.5,0
6685-GBWJZ,Credit card (automatic),70.8,4448.8,0
5016-ETTFF,Mailed check,29.5,255.25,0
3866-MDTUB,Electronic check,70.75,146.9,0
2195-VVRJF,Credit card (automatic),59.1,1011.05,0
3913-RDSJZ,Mailed check,25.55,1714.95,0
8058-JMEQO,Electronic check,84.45,762.5,0
4203-QGNZA,Mailed check,20.25,535.35,0
5043-TRZWM,Electronic check,75.55,75.55,0
0697-ZMSWS,Electronic check,85.65,338.9,0
7657-DYEPJ,Credit card (automatic),70.15,2497.35,0
9494-BDNNC,Electronic check,95.3,6273.4,0
1640-PLFMP,Electronic check,70.25,70.25,0
5366-OBVMR,Mailed check,50.3,908.75,0
8276-MQBYC,Electronic check,97.8,4913.3,0
7644-OMVMY,Mailed check,19.85,0.0,1
7593-XFKDI,Mailed check,46.3,46.3,0
4573-JKNAE,Bank transfer (automatic),19.35,212.3,0
0337-CNPZE,Electronic check,106.3,4443.45,0
9817-APLHW,Electronic check,25.0,316.2,0
8380-MQINP,Mailed check,20.3,1079.05,0
0840-DFEZH,Electronic check,75.35,564.65,0
1513-XNPPH,Electronic check,89.4,1095.65,0
8690-ZVLCL,Credit card (automatic),88.0,6161.9,0
6015-VVHHE,Credit card (automatic),83.15,446.05,0
1125-SNVCK,Mailed check,43.8,2106.05,0
0384-LPITE,Credit card (automatic),62.05,2511.55,0
4616-EWBNJ,Bank transfer (automatic),20.1,318.6,0
6347-DCUIK,Mailed check,74.15,811.8,0
1335-HQMKX,Electronic check,101.35,7323.15,0
2545-EBUPK,Electronic check,84.05,186.05,0
6923-AQONU,Mailed check,20.9,454.0,0
2172-EJXVF,Electronic check,105.9,7521.95,0
0897-FEGMU,Electronic check,99.5,1056.95,0
7663-RGWBC,Mailed check,44.15,44.15,0
1120-BMWUB,Mailed check,53.9,834.15,0
9124-LHCJQ,Mailed check,85.45,85.45,0
4536-PLEQY,Credit card (automatic),85.05,999.8,0
7029-IJEJK,Bank transfer (automatic),44.1,2369.7,0
8871-JLMHM,Credit card (automatic),90.2,6297.65,0
2235-ZGKPT,Mailed check,50.85,239.55,0
3891-PUQOD,Electronic check,59.2,59.2,0
5447-VYTKW,Mailed check,53.45,1461.45,0
3623-FQBOX,Mailed check,19.95,416.4,0
0689-NKYLF,Electronic check,83.2,1060.6,0
8659-HDIYE,Credit card (automatic),74.65,4869.35,0
3658-KIBGF,Electronic check,54.9,54.9,0
3474-BAFSJ,Bank transfer (automatic),57.5,3265.95,0
5519-YLDGW,Electronic check,103.9,2254.2,0
3865-ZFZIB,Mailed check,19.65,358.15,0
1855-AGAWH,Electronic check,93.8,2939.8,0
7109-CQYUZ,Mailed check,89.25,4652.4,0
1370-GGAWX,Electronic check,94.15,4408.45,0
4680-KUTAJ,Electronic check,55.6,580.8,0
5307-UVGNB,Bank transfer (automatic),48.7,2495.2,0
4946-EDSEW,Mailed check,19.25,180.3,0
2883-ILGWO,Bank transfer (automatic),104.9,5913.95,0
2516-VQRRV,Mailed check,75.45,158.4,0
7580-UGXNC,Mailed check,54.85,104.2,0
3642-BYHDO,Bank transfer (automatic),19.9,1389.35,0
9629-NHXFW,Mailed check,19.4,19.4,0
2696-RZVZW,Credit card (automatic),25.05,1629.2,0
5766-FTRTS,Mailed check,84.45,6033.1,0
0396-HUJBP,Mailed check,19.3,44.4,0
5178-LMXOP,Electronic check,95.1,95.1,0
8879-ZKJOF,Bank transfer (automatic),79.85,3320.75,0
6285-FTQBF,Credit card (automatic),25.55,1867.7,0
8185-UPYBR,Electronic check,75.5,438.0,0
4585-HETAI,Electronic check,73.75,325.45,0
7526-BEZQB,Electronic check,96.05,1148.1,0
1474-JUWSM,Electronic check,68.4,3972.25,0
3530-CRZSB,Mailed check,20.65,155.9,0
8498-XXGWA,Mailed check,55.15,3673.15,0
9617-INGJY,Mailed check,70.6,70.6,0
0621-TSSMU,Credit card (automatic),19.95,1126.75,0
7234-KMNRQ,Mailed check,19.0,73.45,0
7636-PEPNS,Mailed check,44.1,2413.05,0
4683-WYDOU,Bank transfer (automatic),107.6,6912.7,0
9052-DHNKM,Electronic check,61.55,1581.95,0
6794-HKIAJ,Bank transfer (automatic),90.7,5586.45,0
5578-NKCXI,Credit card (automatic),99.25,5846.65,0
1642-HMARX,Electronic check,91.7,6424.7,0
3096-WPXBT,Credit card (automatic),100.7,6018.65,0
8434-PNQZX,Credit card (automatic),78.45,3373.4,0
5950-AAAGJ,Bank transfer (automatic),84.3,1537.9,0
4299-OPXEJ,Bank transfer (automatic),19.55,1080.55,0
4951-UKAAQ,Electronic check,88.95,355.2,0
9618-LFJRU,Credit card (automatic),20.45,82.85,0
6693-DJWTY,Credit card (automatic),55.6,2016.45,0
0744-GKNGE,Bank transfer (automatic),86.8,5327.25,0
6447-EGDIV,Mailed check,20.95,683.25,0
1167-OYZJF,Bank transfer (automatic),20.05,1263.05,0
2108-YKQTY,Credit card (automatic),50.7,151.3,0
4806-DXQCE,Electronic check,113.65,7714.65,0
4918-QLLIW,Credit card (automatic),53.4,188.7,0
7056-IMHCC,Electronic check,101.9,5549.4,0
4854-SSLTN,Mailed check,59.5,130.5,0
5294-DMSFH,Credit card (automatic),87.8,2621.75,0
4837-PZTIC,Mailed check,41.9,1875.25,0
1625-JAIIY,Electronic check,83.0,5685.8,0
0603-OLQDC,Mailed check,69.85,837.5,0
3272-VUHPV,Bank transfer (automatic),56.3,401.5,0
4176-FXYBO,Electronic check,109.55,6118.95,0
1063-DHQJF,Mailed check,92.15,6480.9,0
8663-UPDGF,Bank transfer (automatic),69.5,1800.05,0
6719-FGEDO,Bank transfer (automatic),97.0,7104.2,0
1837-YQUCE,Bank transfer (automatic),58.35,4214.25,0
2947-DOMLJ,Mailed check,50.6,50.6,0
4112-LUEIZ,Electronic check,89.5,863.1,0
0369-ZGOVK,Bank transfer (automatic),70.4,1992.2,0
4510-HIMLV,Electronic check,69.8,69.8,0
9919-KNPOO,Electronic check,94.3,1948.35,0
8749-JMNKX,Bank transfer (automatic),93.8,4750.95,0
7872-BAAZR,Bank transfer (automatic),19.55,1007.9,0
9391-LMANN,Electronic check,95.95,5036.9,0
2430-USGXP,Electronic check,101.05,2391.8,0
8174-TBVCF,Credit card (automatic),94.8,6859.05,0
1698-XFZCI,Electronic check,107.75,6521.9,0
1877-HKBQX,Mailed check,54.6,617.85,0
4450-DLLMH,Credit card (automatic),71.3,157.75,0
0428-AXXLJ,Bank transfer (automatic),19.5,516.3,0
2746-DIJLO,Credit card (automatic),56.3,2364.0,0
5955-ERIHD,Electronic check,94.7,1687.95,0
0917-EZOLA,Bank transfer (automatic),104.15,7689.95,0
3508-VLHCZ,Credit card (automatic),90.55,6239.05,0
4086-ATNFV,Mailed check,60.8,2042.05,0
0468-YRPXN,Credit card (automatic),98.8,2807.1,0
5996-NRVXR,Credit card (automatic),98.15,4116.8,0
3739-YBWAB,Mailed check,35.35,1317.95,0
7047-FWEYA,Electronic check,103.15,4594.65,0
2000-MPKCA,Electronic check,107.75,6332.75,0
9762-YAQAA,Credit card (automatic),81.4,3213.75,0
5949-EBSQK,Credit card (automatic),61.45,229.55,0
5473-KHBPS,Credit card (automatic),95.7,4976.15,0
0100-DUVFC,Electronic check,104.8,7308.95,0
5397-TUPSH,Bank transfer (automatic),70.95,4555.2,0
8950-MTZNV,Mailed check,44.95,44.95,0
0326-VDYXE,Electronic check,97.65,6982.5,0
6773-LQTVT,Mailed check,35.65,1025.15,0
7274-RTAPZ,Electronic check,90.55,90.55,0
0436-TWFFZ,Mailed check,85.25,5714.2,0
8566-YPRGL,Mailed check,19.5,19.5,0
0311-UNPFF,Bank transfer (automatic),88.8,2274.35,0
6609-MXJHJ,Mailed check,25.1,789.55,0
2669-OIDSD,Credit card (automatic),100.05,4834.0,0
8400-WZICQ,Electronic check,55.7,3131.8,0
3834-XUIFC,Mailed check,85.2,602.55,0
9576-SYUHJ,Electronic check,91.15,3369.25,0
0410-IPFTY,Bank transfer (automatic),83.85,2674.15,0
2831-EBWRN,Electronic check,45.9,199.75,0
9430-NKQLY,Credit card (automatic),25.1,1790.8,0
8414-MYSHR,Electronic check,91.4,449.75,0
0247-SLUJI,Mailed check,19.7,19.7,0
9402-ORRAH,Electronic check,91.5,1400.3,0
6483-OATDN,Credit card (automatic),51.3,411.6,0
1293-HHSHJ,Mailed check,21.1,741.0,0
4840-ORQXB,Electronic check,104.75,5841.35,0
7599-FKVXZ,Bank transfer (automatic),106.15,4512.7,0
3982-DQLUS,Electronic check,85.75,5688.45,0
8610-ZIKJJ,Mailed check,20.3,31.9,0
3756-VNWDH,Electronic check,100.75,6674.65,0
7801-KICAO,Electronic check,74.15,1345.75,0
7673-LPRNY,Electronic check,78.55,1843.05,0
8229-TNIQA,Mailed check,45.3,196.95,0
6060-QBMGV,Credit card (automatic),19.85,1433.8,0
7339-POGZN,Electronic check,50.7,214.55,0
2828-SLQPF,Bank transfer (automatic),45.0,865.85,0
4465-VDKIQ,Electronic check,77.8,1358.6,0
2921-XWDJH,Electronic check,83.45,3147.15,0
6221-AVQYL,Credit card (automatic),73.25,131.05,0
2558-BUOZZ,Bank transfer (automatic),94.8,4535.85,0
9257-AZMTZ,Bank transfer (automatic),20.1,1078.75,0
0003-MKNFE,Mailed check,59.9,542.4,0
0975-UYDTX,Credit card (automatic),90.1,2312.55,0
7743-EXURX,Electronic check,51.05,415.05,0
4682-BLBUC,Electronic check,70.95,3250.45,0
0975-VOOVL,Mailed check,29.2,98.5,0
5968-VXZLG,Bank transfer (automatic),46.6,87.9,0
5569-KGJHX,Bank transfer (automatic),85.35,754.65,0
4988-IQIGL,Electronic check,75.35,75.35,0
5201-FRKKS,Bank transfer (automatic),74.3,1952.25,0
9799-CAYJJ,Electronic check,69.3,153.8,0
7730-IUTDZ,Electronic check,75.2,3198.6,0
0426-TIRNE,Mailed check,20.9,20.9,0
5443-SCMKX,Electronic check,94.3,5610.15,0
8295-KMENE,Mailed check,76.45,4519.5,0
6738-ISCBM,Electronic check,54.0,2440.25,0
9821-BESNZ,Electronic check,104.25,6860.6,0
3678-MNGZX,Bank transfer (automatic),19.95,1377.7,0
1335-NTIUC,Electronic check,24.95,190.25,0
2916-BQZLN,Electronic check,84.75,1651.95,0
4558-CGYCZ,Mailed check,19.75,78.3,0
2368-GAKKQ,Bank transfer (automatic),113.65,7939.25,0
8710-YGLWG,Mailed check,44.9,44.9,0
3199-XGZCY,Electronic check,75.25,576.7,0
3785-KTYSH,Mailed check,24.6,1279.0,0
6814-ZPWFQ,Bank transfer (automatic),25.0,1260.7,0
4063-EIKNQ,Bank transfer (automatic),20.95,267.35,0
6993-YCOBK,Electronic check,110.6,6586.85,0
5206-HPJKM,Credit card (automatic),55.5,934.15,0
7587-RZNME,Electronic check,43.3,123.65,0
0748-RDGGM,Bank transfer (automatic),109.5,7534.65,0
8393-JMVMB,Mailed check,19.45,19.45,0
5019-GQVCR,Electronic check,84.85,3645.6,0
6036-TTFYU,Mailed check,19.6,314.45,0
2550-AEVRU,Electronic check,53.45,3053.0,0
0969-RGKCU,Credit card (automatic),19.8,677.05,0
0378-CJKPV,Credit card (automatic),112.1,7965.95,0
4706-AXVKM,Credit card (automatic),84.8,906.85,0
5889-JTMUL,Electronic check,95.05,4888.7,0
9026-RNUJS,Electronic check,50.35,237.25,0
3746-EUBYR,Bank transfer (automatic),74.6,74.6,0
2332-EFBJY,Mailed check,19.7,342.4,0
2880-FPNAE,Electronic check,74.2,140.1,0
1703-MGIAB,Mailed check,69.0,1108.0,0
4311-QTTAI,Credit card (automatic),19.35,295.55,0
9474-PHLYD,Electronic check,59.45,892.65,0
4318-RAJVY,Mailed check,19.8,198.25,0
2165-VOEGB,Bank transfer (automatic),105.2,4822.85,0
3612-YUNGG,Credit card (automatic),109.2,6741.15,0
2254-DLXRI,Mailed check,79.15,79.15,0
5062-CJJKH,Mailed check,53.65,1355.45,0
9028-LIHRP,Credit card (automatic),100.2,7209.0,0
2219-MVUSO,Mailed check,45.15,438.4,0
1053-MXTTK,Bank transfer (automatic),108.65,7726.35,0
1530-ZTDOZ,Bank transfer (automatic),40.65,2070.75,0
1301-LOPVR,Credit card (automatic),55.35,1636.95,0
0853-TWRVK,Bank transfer (automatic),105.6,7581.5,0
8914-RBTSB,Electronic check,93.8,3019.5,0
6212-ATMLK,Electronic check,95.7,4729.75,0
8200-LGKSR,Electronic check,83.2,6126.1,0
1568-BEKZM,Credit card (automatic),90.05,6333.4,0
0670-ANMUU,Credit card (automatic),97.65,6687.85,0
6897-RWMUB,Bank transfer (automatic),68.05,4158.25,0
0963-ZBDRN,Electronic check,96.2,3183.4,0
7594-RQHXR,Electronic check,79.6,79.6,0
6999-CHVCF,Bank transfer (automatic),102.1,7149.35,0
6134-KWTBV,Bank transfer (automatic),23.4,1429.65,0
1077-HUUJM,Electronic check,71.05,472.65,0
6331-EWIEB,Electronic check,85.25,1734.5,0
0895-LNKRC,Mailed check,19.45,113.5,0
2045-BMBTJ,Bank transfer (automatic),59.45,1884.65,0
8417-GSODA,Bank transfer (automatic),92.2,2568.15,0
5171-EPLKN,Credit card (automatic),19.85,470.0,0
4452-QIIEB,Mailed check,43.9,278.4,0
5998-VVEJY,Electronic check,80.5,2088.8,0
1624-NALOJ,Electronic check,89.8,502.6,0
6741-EGCBI,Credit card (automatic),90.5,2595.85,0
7820-ZYGNY,Credit card (automatic),90.45,5825.5,0
4317-VTEOA,Electronic check,50.75,50.75,0
9677-AVKED,Electronic check,84.6,4449.75,0
1670-SVOWZ,Credit card (automatic),89.65,1208.35,0
2227-JRSJX,Bank transfer (automatic),99.15,1956.4,0
9847-HNVGP,Mailed check,19.95,310.6,0
6696-YDAYZ,Mailed check,20.5,290.55,0
8980-WQFWL,Electronic check,62.1,2096.1,0
1730-ZMAME,Electronic check,79.5,2665.0,0
6506-EYCNH,Bank transfer (automatic),19.55,543.8,0
4634-JLRJT,Mailed check,20.35,20.35,0
9501-UKKNL,Electronic check,51.7,3005.8,0
2560-QTSBS,Bank transfer (automatic),23.3,1623.15,0
7541-YLXCL,Mailed check,65.4,2498.4,0
4795-WRNVT,Mailed check,65.1,2586.0,0
6080-TCMYC,Electronic check,81.2,3292.3,0
0260-ZDLGK,Mailed check,72.9,651.4,0
7860-UXCRM,Credit card (automatic),74.5,4674.55,0
6357-JJPQT,Electronic check,80.5,232.35,0
2292-XQWSV,Mailed check,60.3,2448.5,0
9552-TGUZV,Mailed check,75.0,658.1,0
5913-INRQV,Mailed check,90.15,3128.8,0
8722-NGNBH,Mailed check,40.0,223.45,0
6210-KBBPI,Credit card (automatic),99.45,919.4,0
9643-YBLUR,Credit card (automatic),69.05,653.95,0
8734-FNWVH,Bank transfer (automatic),59.7,1825.5,0
9447-YPTBX,Bank transfer (automatic),19.85,943.1,0
0133-BMFZO,Electronic check,86.25,181.65,0
6128-CZOMY,Electronic check,45.65,45.65,0
9540-JYROE,Mailed check,70.1,551.35,0
9026-LHEVG,Electronic check,40.75,359.4,0
2260-USTRB,Bank transfer (automatic),70.2,115.95,0
3656-TKRVZ,Electronic check,55.35,165.2,0
7011-CVEUC,Credit card (automatic),95.7,2338.35,0
6185-TASNN,Electronic check,46.3,46.3,0
7925-PNRGI,Mailed check,81.3,3541.1,0
8623-TMRBY,Electronic check,84.2,4146.05,0
1552-CZCLL,Credit card (automatic),20.0,1087.25,0
3038-PQIUY,Bank transfer (automatic),66.15,2522.4,0
1501-SGHBW,Mailed check,45.85,81.0,0
9313-CDOGY,Electronic check,19.6,717.3,0
8148-BPLZQ,Electronic check,49.8,1734.2,0
2623-DRYAM,Electronic check,101.75,7069.3,0
9987-LUTYD,Mailed check,55.15,742.9,0
3208-YPIOE,Electronic check,75.25,3017.65,0
4488-KQFDT,Electronic check,103.95,6423.0,0
2612-RANWT,Bank transfer (automatic),100.15,1164.3,0
5693-PIPCS,Credit card (automatic),99.65,4220.35,0
0491-KAPQG,Electronic check,73.7,1558.7,0
1925-LFCZZ,Bank transfer (automatic),50.05,2743.45,0
8039-EQPIM,Bank transfer (automatic),60.25,4055.5,0
6900-PXRMS,Electronic check,105.75,2710.25,0
8707-RMEZH,Credit card (automatic),87.3,6055.55,0
3346-BRMIS,Electronic check,48.35,810.7,0
3209-ZPKFI,Electronic check,54.25,2538.2,0
6479-VDGRK,Bank transfer (automatic),85.3,6129.2,0
9373-WSLOY,Electronic check,50.0,1750.85,0
2933-FILNV,Mailed check,24.4,36.55,0
3569-JFODW,Credit card (automatic),90.95,6652.45,0
9819-FBNSV,Bank transfer (automatic),72.25,2575.45,0
9544-PYPSJ,Credit card (automatic),96.1,6019.35,0
1591-XWLGB,Credit card (automatic),19.85,1379.6,0
0396-UKGAI,Bank transfer (automatic),55.3,1284.2,0
3243-ZHOHY,Mailed check,20.1,296.15,0
5186-EJEGL,Mailed check,69.5,653.25,0
7527-QNRUS,Mailed check,25.15,412.6,0
9986-BONCE,Bank transfer (automatic),20.95,85.5,0
2722-JMONI,Electronic check,49.55,49.55,0
2203-GHNWN,Mailed check,79.65,1928.7,0
3878-AVSOQ,Electronic check,71.25,71.25,0
3258-SYSWS,Bank transfer (automatic),113.8,7845.8,0
5296-PSYVW,Electronic check,24.55,1750.7,0
6319-QSUSR,Credit card (automatic),19.7,216.2,0
4083-EUGRJ,Mailed check,20.25,178.5,0
7579-OOPEC,Credit card (automatic),50.15,115.1,0
0512-FLFDW,Credit card (automatic),100.5,6029.0,0
1771-OADNZ,Electronic check,95.9,2745.2,0
0487-CRLZF,Bank transfer (automatic),74.45,3721.9,0
2107-FBPTK,Electronic check,104.1,3121.1,0
9451-WLYRI,Credit card (automatic),19.05,990.45,0
8219-VYBVI,Mailed check,25.0,1004.35,0
1991-VOPLL,Mailed check,19.05,157.65,0
9738-QLWTP,Electronic check,81.9,3219.75,0
1016-DJTSV,Electronic check,69.7,572.85,0
9419-IPPBE,Electronic check,90.15,4554.85,0
0174-QRVVY,Credit card (automatic),25.35,1847.55,0
5699-BNCAS,Mailed check,24.65,1766.75,0
2900-PHPLN,Credit card (automatic),19.55,1462.05,0
0612-RTZZA,Electronic check,25.25,25.25,0
8106-GWQOK,Bank transfer (automatic),60.0,2193.2,0
8751-EDEKA,Credit card (automatic),89.9,2433.5,0
6878-GGDWG,Bank transfer (automatic),19.4,641.15,0
4039-PIMHX,Mailed check,49.8,2398.4,0
8450-LUGUK,Bank transfer (automatic),24.1,861.85,0
3604-WLABM,Electronic check,54.25,583.0,0
0795-GMVQO,Credit card (automatic),109.9,7332.4,0
2259-OUUSZ,Credit card (automatic),35.5,249.55,0
1142-IHLOO,Credit card (automatic),87.55,4475.9,0
6410-LEFEN,Electronic check,45.15,416.45,0
4633-MKHYU,Mailed check,88.4,788.6,0
6257-RJOHI,Mailed check,50.8,202.3,0
1545-JFUML,Electronic check,99.0,6994.6,0
3194-ORPIK,Bank transfer (automatic),84.4,4116.15,0
7826-VVKWT,Electronic check,96.55,2263.45,0
1353-GHZOS,Bank transfer (automatic),59.75,1374.35,0
2587-EKXTS,Electronic check,111.5,4915.15,0
5442-BXVND,Bank transfer (automatic),24.25,838.5,0
8816-VXNZD,Electronic check,75.1,75.1,0
9378-FXTIZ,Credit card (automatic),70.15,3715.65,0
1723-HKXJQ,Electronic check,101.75,4273.45,0
7825-GKXMW,Electronic check,45.8,45.8,0
9753-OYLBX,Mailed check,20.5,20.5,0
2364-UFROM,Electronic check,70.4,2044.75,0
6656-JWRQX,Mailed check,30.55,30.55,0
6473-ULUHT,Electronic check,84.9,1398.25,0
1240-KNSEZ,Mailed check,20.1,20.1,0
0836-SEYLU,Mailed check,40.65,328.95,0
4433-JCGCG,Electronic check,101.0,4680.05,0
3716-BDVDB,Electronic check,69.1,69.1,0
7688-AWMDX,Bank transfer (automatic),54.5,3778.2,0
2842-BCQGE,Credit card (automatic),75.35,3161.4,0
7244-QWYHG,Bank transfer (automatic),44.45,2188.45,0
5899-MQZZL,Mailed check,75.0,999.45,0
6849-OYAMU,Bank transfer (automatic),100.0,1888.65,0
5312-UXESG,Bank transfer (automatic),98.05,3990.6,0
9488-HGMJH,Electronic check,71.15,71.15,0
6038-GCYEC,Credit card (automatic),54.15,1240.25,0
2150-WLKUW,Bank transfer (automatic),63.9,2635.0,0
7159-FVYPK,Bank transfer (automatic),69.15,235.0,0
7032-LMBHI,Bank transfer (automatic),64.65,2347.85,0
1150-WFARN,Credit card (automatic),108.75,7156.2,0
6088-BXMRG,Electronic check,98.85,3089.6,0
3144-AUDBS,Electronic check,49.15,270.8,0
4821-SJHJV,Electronic check,89.6,2901.8,0
7346-MEDWM,Electronic check,83.25,4949.1,0
1137-DGOWI,Bank transfer (automatic),70.25,2198.9,0
5616-PRTNT,Electronic check,19.4,374.5,0
3812-LRZIR,Electronic check,24.5,761.95,0
4818-QIUFN,Electronic check,79.15,1520.9,0
9483-GCPWE,Mailed check,20.1,190.25,0
4227-OJHAL,Credit card (automatic),73.0,5163.0,0
9220-CXRSC,Credit card (automatic),61.4,4059.85,0
4993-JCRGJ,Mailed check,84.3,2281.6,0
9537-JALFH,Bank transfer (automatic),19.9,1356.7,0
6698-OXETB,Mailed check,20.4,231.45,0
2103-ZRXFN,Mailed check,50.75,50.75,0
3724-BSCVH,Mailed check,20.45,242.4,0
4877-TSOFF,Bank transfer (automatic),75.75,4264.25,0
9209-NWPGU,Electronic check,65.4,2774.55,0
6961-VCPMC,Electronic check,80.4,3605.2,0
7306-YDSOI,Bank transfer (automatic),59.75,4069.9,0
5288-AHOUP,Electronic check,78.5,874.2,0
6688-UZPWD,Electronic check,102.0,1145.35,0
0655-YDGFJ,Bank transfer (automatic),48.95,1323.7,0
8468-EHYJA,Electronic check,99.65,5497.05,0
6823-SIDFQ,Credit card (automatic),18.25,534.7,0
1097-FSPVW,Credit card (automatic),54.55,2455.05,0
2839-RFSQE,Mailed check,20.65,38.7,0
8328-SKJNO,Bank transfer (automatic),40.65,947.4,0
7010-ZMVBF,Mailed check,20.45,357.0,0
5201-CBWYG,Bank transfer (automatic),24.8,1476.25,0
0968-GSIKN,Mailed check,70.8,70.8,0
1965-DDBWU,Credit card (automatic),89.05,1448.6,0
9057-SIHCH,Electronic check,96.6,291.9,0
6352-GIGGQ,Bank transfer (automatic),88.8,5903.15,0
3635-QQRQD,Credit card (automatic),20.05,1201.65,0
6771-XWBDM,Credit card (automatic),104.5,5921.35,0
2897-DOVND,Electronic check,69.8,146.65,0
3082-YVEKW,Bank transfer (automatic),77.15,1759.4,0
0191-EQUUH,Bank transfer (automatic),35.05,844.45,0
7134-HBPBS,Bank transfer (automatic),108.1,7774.05,0
3489-HHPFY,Electronic check,84.05,134.05,0
2926-JEJJC,Bank transfer (automatic),20.2,140.95,0
8601-QACRS,Mailed check,50.6,249.95,0
4950-BDEUX,Electronic check,49.2,1701.65,0
