customer_id,contract,paperless_billing,churn
7825-GKXMW,Month-to-month,No,Yes
9753-OYLBX,Month-to-month,No,No
2364-UFROM,One year,No,No
6656-JWRQX,Month-to-month,No,No
6473-ULUHT,Month-to-month,No,No
1240-KNSEZ,Month-to-month,Yes,Yes
0836-SEYLU,Month-to-month,No,Yes
4433-JCGCG,Month-to-month,Yes,Yes
3716-BDVDB,Month-to-month,Yes,Yes
7688-AWMDX,Two year,No,No
2842-BCQGE,Month-to-month,Yes,No
7244-QWYHG,One year,Yes,No
5899-MQZZL,Month-to-month,Yes,Yes
6849-OYAMU,One year,No,Yes
5312-UXESG,Month-to-month,No,No
9488-HGMJH,Month-to-month,Yes,Yes
6038-GCYEC,Month-to-month,Yes,Yes
2150-WLKUW,One year,No,No
7159-FVYPK,Month-to-month,Yes,No
7032-LMBHI,One year,No,No
1150-WFARN,Two year,Yes,Yes
6088-BXMRG,Month-to-month,Yes,No
3144-AUDBS,Month-to-month,Yes,Yes
4821-SJHJV,Month-to-month,No,No
7346-MEDWM,Month-to-month,Yes,No
1137-DGOWI,One year,No,No
5616-PRTNT,Month-to-month,Yes,Yes
3812-LRZIR,Two year,No,No
4818-QIUFN,Month-to-month,Yes,Yes
9483-GCPWE,One year,No,No
4227-OJHAL,One year,Yes,No
9220-CXRSC,Two year,No,No
4993-JCRGJ,Month-to-month,Yes,No
9537-JALFH,Two year,No,No
6698-OXETB,Two year,No,No
2103-ZRXFN,Month-to-month,No,No
3724-BSCVH,One year,No,No
4877-TSOFF,One year,Yes,No
9209-NWPGU,One year,No,No
6961-VCPMC,Month-to-month,Yes,Yes
7306-YDSOI,Two year,Yes,No
5288-AHOUP,Month-to-month,Yes,No
6688-UZPWD,Month-to-month,Yes,Yes
0655-YDGFJ,Month-to-month,No,No
8468-EHYJA,Month-to-month,Yes,No
6823-SIDFQ,One year,No,No
1097-FSPVW,Month-to-month,No,No
2839-RFSQE,Month-to-month,No,Yes
8328-SKJNO,One year,No,No
7010-ZMVBF,Month-to-month,No,No
5201-CBWYG,One year,No,No
0968-GSIKN,Month-to-month,Yes,Yes
1965-DDBWU,Month-to-month,Yes,Yes
9057-SIHCH,Month-to-month,Yes,Yes
6352-GIGGQ,One year,Yes,No
3635-QQRQD,Two year,Yes,No
6771-XWBDM,Month-to-month,Yes,Yes
2897-DOVND,Month-to-month,Yes,No
3082-YVEKW,Two year,Yes,No
0191-EQUUH,Two year,No,No
7134-HBPBS,Two year,Yes,No
3489-HHPFY,Month-to-month,Yes,No
2926-JEJJC,One year,Yes,No
8601-QACRS,Month-to-month,Yes,Yes
4950-BDEUX,Month-to-month,No,No
5789-LDFXO,One year,No,No
0508-OOLTO,Month-to-month,Yes,No
2984-TBYKU,Two year,Yes,No
9822-WMWVG,Month-to-month,Yes,No
2391-SOORI,Month-to-month,No,Yes
9040-KZVWO,One year,No,No
2645-QTLMB,Month-to-month,Yes,Yes
4806-HIPDW,Month-to-month,Yes,Yes
1548-ARAGG,Month-to-month,Yes,No
6339-RZCBJ,Two year,No,No
4424-TKOPW,Month-to-month,Yes,Yes
4415-WNGVR,One year,Yes,No
2522-AHJXR,Month-to-month,Yes,No
0412-UCCNP,Two year,Yes,No
1816-FLZDK,Month-to-month,No,No
7096-UCLNH,Month-to-month,No,No
8443-ZRDBZ,Month-to-month,Yes,Yes
9136-ALYBR,Month-to-month,Yes,Yes
4615-PIVVU,Two year,No,No
8885-QSQBX,Month-to-month,No,No
7479-NITWS,Month-to-month,Yes,Yes
8617-ENBDS,Month-to-month,Yes,No
9385-NXKDA,Two year,Yes,No
0430-IHCDJ,Month-to-month,Yes,No
2959-MJHIC,Month-to-month,Yes,Yes
6674-KVJHG,One year,No,No
1814-DKOLC,Month-to-month,No,No
4201-JMNGR,Month-to-month,Yes,Yes
9351-HXDMR,Two year,Yes,No
3537-HPKQT,Month-to-month,Yes,No
2129-ALKBS,Month-to-month,Yes,No
5821-MMEIL,Two year,No,No
5960-WPXQM,Month-to-month,Yes,Yes
0684-AOSIH,Month-to-month,Yes,Yes
8260-NGFNY,Month-to-month,No,Yes
1309-XGFSN,One year,Yes,No
1866-RZZQS,Month-to-month,Yes,Yes
6968-URWQU,One year,Yes,No
4742-TXUEX,Two year,No,No
9631-XEYKE,Month-to-month,No,No
8631-NBHFZ,Two year,No,Yes
1335-MXCSE,Two year,Yes,No
8873-TMKGR,One year,No,No
8800-JOOCF,Month-to-month,Yes,No
1469-LBJQJ,Month-to-month,Yes,No
4958-XCBDQ,Month-to-month,Yes,Yes
8337-UPOAQ,Month-to-month,Yes,Yes
0064-YIJGF,Month-to-month,Yes,No
2386-OWURY,Month-to-month,Yes,No
1725-IQNIY,Two year,No,Yes
0310-VQXAM,Month-to-month,No,No
6598-RFFVI,One year,No,Yes
3453-RTHJQ,Month-to-month,Yes,No
6712-OAWRH,Month-to-month,Yes,Yes
6278-FEPBZ,Month-to-month,No,No
4280-DLSHD,Month-to-month,Yes,No
1508-DFXCU,Month-to-month,Yes,No
8614-VGMMV,Month-to-month,Yes,Yes
7868-BGSZA,One year,Yes,No
2800-QQUSO,Month-to-month,Yes,No
2930-UOTMB,Month-to-month,No,Yes
7973-DZRKH,Two year,Yes,No
5914-DVBWJ,Month-to-month,Yes,Yes
7698-YFGEZ,Month-to-month,No,No
2533-QVMSK,Two year,Yes,Yes
9773-PEQBZ,Month-to-month,No,No
8644-XLFBW,Month-to-month,Yes,Yes
0650-BWOZN,Month-to-month,Yes,No
8625-AZYZY,Month-to-month,Yes,Yes
7785-RDVIG,Month-to-month,No,No
9602-WCXPI,One year,No,No
2903-YYTBW,Month-to-month,No,No
3620-MWJNE,Month-to-month,Yes,No
8573-JGCZW,One year,Yes,No
6837-HAEVO,Two year,Yes,No
6701-YVNQG,Two year,Yes,No
9306-CPCBC,Month-to-month,Yes,Yes
4304-XUMGI,Two year,Yes,No
9504-YAZWB,Two year,No,No
8819-ZBYNA,Two year,Yes,No
6174-NRBTZ,One year,Yes,No
9481-IEBZY,Month-to-month,Yes,No
1833-VGRUM,Month-to-month,Yes,Yes
6137-NICCO,Month-to-month,Yes,No
9065-ZCPQX,Two year,No,No
6402-EJMWF,Month-to-month,Yes,No
3620-EHIMZ,Two year,No,No
3213-VVOLG,Two year,No,No
6870-ECSHE,One year,No,No
8747-UDCOI,Two year,No,No
8374-XGEJJ,Month-to-month,Yes,Yes
2656-TABEH,Month-to-month,Yes,Yes
6946-LMSQS,One year,Yes,Yes
4626-OZDTJ,One year,Yes,No
9169-BSVIN,Month-to-month,No,No
2325-ZUSFD,One year,Yes,Yes
8194-PEEBY,One year,No,No
6872-HXFNF,One year,No,No
3932-CMDTD,One year,Yes,Yes
7714-YXSMB,Month-to-month,Yes,No
8387-UGUSU,Month-to-month,No,No
1080-BWSYE,Two year,No,No
4039-HEUNW,Month-to-month,Yes,Yes
1194-HVAIF,Month-to-month,No,No
0812-WUPTB,Month-to-month,No,Yes
3594-UVONA,One year,Yes,Yes
0004-TLHLJ,Month-to-month,Yes,Yes
1767-TGTKO,Month-to-month,Yes,No
8439-LTUGF,Month-to-month,Yes,No
8805-JNRAZ,Month-to-month,No,No
5089-IFSDP,Two year,Yes,Yes
6418-HNFED,Two year,Yes,No
0206-OYVOC,Two year,Yes,No
7291-CDTMJ,Month-to-month,Yes,No
7128-GGCNO,Month-to-month,No,No
0237-YFUTL,Month-to-month,Yes,No
7691-KGKGP,Month-to-month,No,No
6710-HSJRD,Month-to-month,Yes,No
3675-EQOZA,Month-to-month,No,No
0840-DCNZE,One year,Yes,No
1732-FEKLD,One year,Yes,No
9862-KJTYK,Month-to-month,Yes,No
0479-HMSWA,Two year,Yes,No
5854-KSRBJ,Two year,No,No
0365-BZUWY,Month-to-month,Yes,No
4817-VYYWS,Month-to-month,Yes,Yes
5701-SVCWR,Month-to-month,No,No
3129-AAQOU,Two year,No,No
4922-CVPDX,Two year,Yes,No
1396-QWFBJ,Month-to-month,Yes,Yes
1357-BIJKI,One year,Yes,No
1099-BTKWT,One year,Yes,No
5299-SJCZT,Month-to-month,Yes,Yes
2018-PZKMU,Month-to-month,No,No
7340-KEFQE,Two year,No,No
4570-QHXHL,Month-to-month,Yes,No
2403-BCASL,One year,Yes,Yes
7392-YYPYJ,Month-to-month,Yes,No
2898-LSJGD,One year,Yes,Yes
2223-GDSHL,Two year,Yes,No
7359-PTSXY,Month-to-month,No,Yes
9470-RTWDV,One year,Yes,No
2176-OSJUV,Two year,No,No
9348-YVOMK,Month-to-month,Yes,No
8104-OSKWT,Month-to-month,Yes,No
4521-YEEHE,Month-to-month,Yes,No
4090-KPJIP,Month-to-month,Yes,No
3786-WOVKF,One year,Yes,No
4503-BDXBD,Month-to-month,No,Yes
6086-ESGRL,Month-to-month,No,Yes
2592-HODOV,One year,No,No
3886-CERTZ,One year,Yes,Yes
7995-ZHHNZ,One year,No,No
3824-RHKVR,Month-to-month,No,No
5816-SCGFC,Month-to-month,Yes,No
5989-AXPUC,Two year,No,No
4979-HPRFL,Two year,No,No
8590-OHDIW,One year,No,No
8015-IHCGW,Two year,Yes,No
2332-TODQS,One year,No,No
9278-VZKCD,Month-to-month,Yes,No
8008-OTEZX,One year,No,No
2773-OVBPK,Two year,Yes,No
5999-LCXAO,Month-to-month,No,No
5206-XZZQI,Month-to-month,Yes,No
4803-LBYPN,Month-to-month,No,No
5759-RCVCB,Month-to-month,No,Yes
6372-RFVNS,Month-to-month,No,Yes
2139-FQHLM,Month-to-month,No,No
8261-GWDBQ,Two year,Yes,No
1093-YSWCA,Two year,No,No
8938-UMKPI,Month-to-month,Yes,Yes
0991-BRRFB,Month-to-month,No,Yes
3882-IYOIJ,Two year,No,No
8749-TZYEC,Two year,No,No
1755-FZQEC,One year,No,No
3115-JPJDD,One year,Yes,No
5600-KTXFM,Month-to-month,No,No
3871-IKPYH,Month-to-month,No,Yes
6319-IEJWJ,Month-to-month,Yes,Yes
9025-AOMKI,Month-to-month,Yes,Yes
6339-TBELP,Two year,Yes,No
7964-YESJC,Month-to-month,No,No
6173-GOLSU,Month-to-month,Yes,No
5275-SQEIZ,Month-to-month,Yes,Yes
7716-YTYHG,One year,Yes,Yes
9938-ZREHM,One year,No,No
7950-XWOVN,Month-to-month,No,No
4390-KYULV,Month-to-month,Yes,Yes
4647-MUZON,Month-to-month,Yes,No
9702-AIUJO,One year,Yes,No
8849-PRIQJ,One year,Yes,No
8851-RAGOV,Month-to-month,Yes,No
1304-NECVQ,Month-to-month,Yes,Yes
5396-IZEPB,Month-to-month,No,No
1729-VLAZJ,One year,No,No
8285-ABVLB,Two year,No,No
0701-TJSEF,Month-to-month,Yes,No
5712-VBOXD,Month-to-month,Yes,No
6629-LADHQ,Month-to-month,No,No
8945-GRKHX,Month-to-month,No,Yes
1559-DTODC,Month-to-month,Yes,No
4797-MIWUM,Month-to-month,Yes,No
6959-UWKHF,Month-to-month,Yes,Yes
8720-RQSBJ,Month-to-month,No,No
4537-CIBHB,One year,No,No
3815-SLMEF,Month-to-month,No,Yes
5154-VEKBL,Month-to-month,No,Yes
4324-AHJKS,Month-to-month,No,No
4355-CVPVS,One year,No,No
4495-LHSSK,Month-to-month,No,No
5655-JSMZM,Month-to-month,Yes,Yes
5915-ANOEI,Two year,No,No
9861-PDSZP,Two year,Yes,No
4505-EXZHB,Month-to-month,No,Yes
7225-CBZPL,Month-to-month,Yes,No
6704-UTUKK,Month-to-month,Yes,No
4587-VVTOX,Month-to-month,Yes,Yes
2019-HDCZY,Two year,No,No
4652-NNHNY,Month-to-month,Yes,Yes
8788-DOXSU,One year,Yes,No
7404-JLKQG,Month-to-month,No,No
7421-ZLUPA,Month-to-month,Yes,No
8972-HJWNV,Month-to-month,Yes,Yes
3274-NSDWE,Two year,No,No
2632-IVXVF,Two year,No,No
3692-JHONH,One year,Yes,No
8915-NNTRC,Two year,Yes,No
5914-GXMDA,One year,No,No
7463-IFMQU,Two year,No,No
2920-RNCEZ,Month-to-month,Yes,No
2541-YGPKE,One year,No,No
8515-OCTJS,Two year,No,Yes
5382-TEMLV,Month-to-month,Yes,No
3441-CGZJH,One year,Yes,No
9592-ERDKV,One year,No,No
2860-RANUS,Month-to-month,Yes,Yes
5261-QSHQM,Month-to-month,Yes,Yes
4778-IZARL,Two year,Yes,No
0432-CAJZV,Month-to-month,No,No
7008-LZVOZ,Two year,Yes,No
8868-WOZGU,Month-to-month,Yes,Yes
1200-TUZHR,Month-to-month,No,No
9365-CSLBQ,Two year,No,No
1334-FJSVR,Month-to-month,Yes,Yes
5884-FBCTL,Two year,No,No
7130-CTCUS,Month-to-month,Yes,No
6242-FEGFD,Two year,No,No
7625-XCQRH,Month-to-month,Yes,Yes
6194-HBGQN,One year,Yes,No
7634-WSWDB,Month-to-month,Yes,No
6986-IXNDM,Month-to-month,Yes,No
1731-TVIUK,Month-to-month,Yes,Yes
2987-BJXIK,Two year,No,No
9769-TSBZE,Two year,No,No
0406-BPDVR,One year,Yes,Yes
0618-XWMSS,Month-to-month,Yes,Yes
1395-WSWXR,Two year,No,No
6023-GSSXW,Two year,Yes,No
6752-APNJL,Month-to-month,No,No
5276-KQWHG,Month-to-month,Yes,Yes
0420-HLGXF,Month-to-month,Yes,No
7446-KQISO,Two year,Yes,No
9823-EALYC,Two year,Yes,No
0582-AVCLN,Two year,No,No
5803-NQJZO,Two year,Yes,No
2565-JSLRY,Month-to-month,Yes,Yes
2607-DHDAK,Two year,Yes,No
1073-XXCZD,Two year,No,No
0743-HRVFF,One year,Yes,No
4006-HKYHO,Two year,Yes,No
3727-JEZTU,Month-to-month,No,No
8143-ETQTI,Two year,Yes,No
6689-KXGBO,Month-to-month,No,Yes
9667-TKTVZ,Month-to-month,Yes,No
3657-COGMW,Month-to-month,No,No
8570-KLJYJ,One year,No,No
7754-IXRMC,Month-to-month,No,No
9473-CBZOP,One year,No,No
2969-WGHQO,One year,No,No
6615-NGGZJ,Month-to-month,Yes,Yes
4334-HOWRP,Two year,Yes,No
4255-DDUOU,Month-to-month,Yes,Yes
5863-OOKCL,Month-to-month,No,No
1686-STUHN,One year,No,No
1329-VHWNP,Month-to-month,No,No
2984-MIIZL,Month-to-month,Yes,Yes
0266-GMEAO,Two year,Yes,No
5590-YRFJT,Month-to-month,Yes,Yes
5574-NXZIU,Two year,No,No
0019-GFNTW,Two year,No,No
4256-ZWTZI,Month-to-month,Yes,No
8309-PPCED,Two year,Yes,No
4098-NAUKP,Month-to-month,Yes,No
5196-WPYOW,One year,No,No
4608-LCIMN,Month-to-month,No,No
1485-YDHMM,Month-to-month,Yes,No
4054-CUMIA,Month-to-month,Yes,No
0603-TPMIB,Two year,No,No
2525-GVKQU,Two year,No,No
8161-QYMTT,Month-to-month,Yes,No
9581-GVBXT,One year,No,No
5862-BRIXZ,Two year,Yes,No
5404-GGUKR,Month-to-month,Yes,No
3308-JSGML,Two year,Yes,No
2126-GSEGL,Two year,Yes,No
3677-TNKIO,Month-to-month,Yes,Yes
0440-QEXBZ,Month-to-month,Yes,No
2434-EEVDB,Two year,Yes,No
6762-QVYJO,Two year,No,No
6199-IWKGC,One year,No,No
2675-DHUTR,Month-to-month,Yes,No
8152-VETUR,Two year,Yes,No
9667-EQRXU,Month-to-month,Yes,Yes
7446-YPODE,Month-to-month,No,No
9522-BNTHX,Month-to-month,Yes,No
4676-WLUHT,Two year,No,No
3329-WDIOK,Month-to-month,Yes,Yes
7980-MHFLQ,Two year,No,No
2873-ZLIWT,Month-to-month,Yes,Yes
3415-TAILE,Month-to-month,No,Yes
0757-WCUUZ,Two year,No,No
1629-DQQVB,Month-to-month,No,No
1915-IOFGU,Month-to-month,No,Yes
3045-XETSH,Month-to-month,Yes,Yes
0374-AACSZ,Month-to-month,No,No
7239-HZZCX,Month-to-month,No,Yes
4872-VXRIL,One year,Yes,No
9140-CZQZZ,Two year,Yes,No
3423-HHXAO,One year,Yes,No
9938-TKDGL,Two year,Yes,No
0531-ZZJWQ,Month-to-month,Yes,No
6537-QLGEX,Month-to-month,Yes,No
2688-BHGOG,Month-to-month,Yes,No
7683-CBDKJ,Month-to-month,Yes,Yes
0946-CLJTI,Month-to-month,Yes,Yes
3160-TYXLT,Month-to-month,Yes,No
1325-USMEC,Two year,Yes,No
0916-QOFDP,Month-to-month,Yes,No
0628-CNQRM,One year,Yes,Yes
5606-AMZBO,Month-to-month,Yes,No
6199-IPCAO,Two year,No,No
7665-TOALD,Month-to-month,Yes,Yes
0112-QWPNC,One year,No,Yes
0324-BRPCJ,Month-to-month,Yes,Yes
2777-PHDEI,Month-to-month,No,Yes
5640-CAXOA,One year,Yes,No
2235-EZAIK,Two year,No,No
3847-BAERP,Month-to-month,Yes,No
1196-AMORA,Month-to-month,No,Yes
4282-YMKNA,Month-to-month,Yes,Yes
1453-RZFON,Month-to-month,No,No
8263-OKETD,Month-to-month,Yes,No
0670-KDOMA,Month-to-month,Yes,No
2476-YGEFM,Month-to-month,Yes,No
8687-BAFGU,Month-to-month,No,No
0641-EVBOJ,Month-to-month,Yes,No
0829-XXPLX,Month-to-month,Yes,No
9974-JFBHQ,Month-to-month,Yes,No
5356-RHIPP,Month-to-month,Yes,Yes
6624-JDRDS,Month-to-month,No,No
0608-JDVEC,Two year,No,No
9780-FKVVF,Month-to-month,Yes,No
1919-RTPQD,Month-to-month,No,No
5214-NLTIT,Two year,Yes,No
3345-PBBFH,Month-to-month,Yes,No
5055-BRMNE,Two year,No,No
9189-JWSHV,Month-to-month,Yes,Yes
2190-PHBHR,Two year,Yes,No
2650-GYRYL,One year,Yes,No
0746-JTRFU,Month-to-month,Yes,Yes
5208-FVQKB,Two year,No,No
7184-LRUUR,One year,No,No
6627-CFOSN,Month-to-month,Yes,No
3982-JGSFD,One year,Yes,No
1574-DYCWE,Two year,No,No
7247-XOZPB,One year,No,No
2466-FCCPT,One year,No,No
6211-WWLTF,Two year,No,No
4826-TZEVA,Month-to-month,No,No
6016-NXBNJ,One year,Yes,No
9138-EFSMO,One year,No,No
0576-WNXXC,Month-to-month,Yes,Yes
4632-XJMEX,One year,No,No
8910-LEDAG,Month-to-month,No,No
3452-GWUIN,Month-to-month,Yes,No
2716-GFZOR,Month-to-month,Yes,No
3724-UCSHY,Month-to-month,No,No
8626-XHBIE,Two year,Yes,No
4628-CTTLA,Month-to-month,Yes,Yes
3192-LNKRK,Month-to-month,Yes,No
4439-YRNVD,Month-to-month,No,No
2876-VBBBL,Month-to-month,Yes,Yes
6834-NXDCA,Month-to-month,Yes,Yes
2208-UGTGR,Month-to-month,No,No
3005-TYFRD,Month-to-month,Yes,No
8670-MEFCP,Two year,Yes,No
3079-BCHLN,One year,No,No
7777-UNYHB,Month-to-month,Yes,No
5597-GLBUC,Month-to-month,Yes,Yes
7278-CKDNC,Month-to-month,Yes,No
2748-MYRVK,One year,No,Yes
8450-UYIBU,Month-to-month,Yes,No
2969-VAPYH,One year,No,No
4822-YCXMX,Month-to-month,Yes,Yes
7181-OQCUT,Month-to-month,No,No
8474-UMLNT,Month-to-month,No,No
9821-POOTN,Month-to-month,Yes,Yes
3836-FZSDJ,Two year,No,No
9142-XMYJH,Month-to-month,No,No
6559-ILWKJ,Two year,No,Yes
0187-QSXOE,Month-to-month,Yes,No
7733-UDMTP,Month-to-month,Yes,No
2649-HWLYB,Two year,No,No
5214-CHIWJ,One year,No,No
4229-CZMLL,Month-to-month,Yes,Yes
6904-JLBGY,Two year,Yes,No
2465-BLLEU,Month-to-month,Yes,No
1685-VAYJF,Month-to-month,No,No
8874-EJNSR,Two year,No,No
6917-YACBP,Month-to-month,Yes,No
5049-MUBWG,One year,No,No
4223-WOZCM,Month-to-month,No,No
0769-MURVM,Two year,No,No
9253-VIFJQ,One year,No,No
7030-FZTFM,Two year,No,No
9741-YLNTD,Month-to-month,Yes,No
5917-RYRMG,One year,No,No
5120-ZBLAI,One year,No,No
1194-BHJYC,Two year,Yes,No
3663-MITLP,Month-to-month,Yes,Yes
0906-QVPMS,Two year,No,No
9025-ZRPVR,Month-to-month,Yes,Yes
1905-OEILC,Month-to-month,No,No
7858-GTZSP,Month-to-month,Yes,No
3285-UCQVC,Month-to-month,No,Yes
6248-BSHKG,One year,No,No
4685-TFLLS,One year,No,No
3470-BTGQO,Month-to-month,No,No
1209-VFFOC,Two year,Yes,No
8224-DWCKX,Month-to-month,Yes,No
5482-PLVPE,Month-to-month,No,Yes
4553-DVPZG,Month-to-month,Yes,No
4902-OHLSK,Month-to-month,No,Yes
6917-IAYHD,Month-to-month,No,No
0495-ZBNGW,Month-to-month,Yes,Yes
8620-RJPZN,Month-to-month,No,No
7572-KPVKK,Two year,Yes,No
2642-MAWLJ,Two year,No,No
2357-COQEK,Month-to-month,Yes,Yes
7103-ZGVNT,One year,No,No
3737-GCSPV,Month-to-month,Yes,Yes
2027-WKXMW,Month-to-month,Yes,No
7137-NAXML,One year,No,No
2428-ZMCTB,Month-to-month,No,No
2961-VNFKL,Two year,Yes,No
1768-HNVGJ,Month-to-month,Yes,No
6963-KQYQB,Two year,No,No
5934-RMPOV,Month-to-month,Yes,No
1207-BLKSA,Two year,No,No
4088-YLDSU,One year,Yes,Yes
8316-BBQAY,Two year,No,No
1166-PQLGG,Two year,No,No
3146-JTQHR,One year,No,No
4291-YZODP,One year,No,No
4395-PZMSN,Month-to-month,Yes,No
6427-FEFIG,Two year,No,No
0017-IUDMW,Two year,Yes,No
8706-HRADD,Month-to-month,Yes,No
9955-QOPOY,One year,Yes,No
4385-ZKVNW,Month-to-month,Yes,No
5446-DKWYW,One year,Yes,No
2034-CGRHZ,Month-to-month,Yes,Yes
5797-APWZC,Month-to-month,No,Yes
3683-QKIUE,Month-to-month,Yes,Yes
4228-ZGYUW,Month-to-month,Yes,Yes
9031-ZVQPT,Two year,Yes,No
2990-IAJSV,Two year,No,No
8107-KNCIM,Month-to-month,Yes,No
9027-YFHQJ,Month-to-month,Yes,No
5176-LDKUH,One year,No,No
4644-OBGFZ,One year,No,No
7926-IJOOU,Month-to-month,No,No
6480-YAGIY,One year,No,No
4029-HPFVY,Month-to-month,Yes,No
7602-DBTOU,Two year,No,No
5345-BMKWB,Month-to-month,No,No
3519-ZKXGG,Month-to-month,Yes,Yes
5457-COLHT,Two year,No,No
6416-TVAIH,Month-to-month,Yes,Yes
5451-YHYPW,Two year,Yes,No
5108-ADXWO,Month-to-month,Yes,Yes
7998-WNZEM,Two year,No,No
3066-RRJIO,Month-to-month,Yes,Yes
4664-NJCMS,Two year,No,No
0307-BCOPK,One year,No,No
7629-WFGLW,One year,No,No
2542-HYGIQ,Month-to-month,No,No
6715-OFDBP,Month-to-month,Yes,Yes
5016-LIPDW,One year,No,No
6481-LXPWL,One year,Yes,No
1567-DSCIC,Month-to-month,Yes,Yes
2150-UWTFY,Month-to-month,No,Yes
6124-ACRHJ,Month-to-month,No,No
9362-MWODR,Month-to-month,Yes,No
9975-GPKZU,Two year,No,No
9625-RZFUK,Two year,No,No
5153-LXKDT,Two year,Yes,No
5161-UBZXI,Two year,Yes,No
1020-JPQOW,Month-to-month,No,No
7919-ZODZZ,One year,Yes,No
0565-JUPYD,One year,No,No
6867-ACCZI,Two year,Yes,No
5939-XAIXZ,Month-to-month,Yes,No
9054-FOWNV,Month-to-month,Yes,No
2683-BPJSO,Month-to-month,Yes,Yes
2157-MXBJS,One year,Yes,Yes
8207-VVMYB,Two year,Yes,No
9732-EQMWY,Month-to-month,No,No
9360-AHGNL,One year,Yes,Yes
1087-UDSIH,Month-to-month,Yes,Yes
5269-NRGDP,One year,No,No
6195-MELTI,One year,Yes,No
5485-WUYWF,Month-to-month,No,Yes
2121-JAFOM,Two year,Yes,No
8818-DOPVL,Month-to-month,Yes,No
2632-UCGVD,Month-to-month,Yes,Yes
5445-PZWGX,One year,No,Yes
1227-UDMZR,Two year,Yes,No
5198-HQAEN,One year,Yes,No
9170-CCKOU,Month-to-month,No,Yes
2167-FQSTQ,Two year,Yes,No
2819-GWENI,One year,No,No
1043-YCUTE,Two year,Yes,Yes
3814-MLAXC,Month-to-month,Yes,Yes
3572-UUHRS,One year,No,No
2692-PFYTJ,Month-to-month,Yes,No
1226-UDFZR,Month-to-month,Yes,Yes
5955-EPOAZ,Month-to-month,Yes,No
6821-JPCDC,One year,Yes,No
8815-LMFLX,Month-to-month,Yes,No
9135-HSWOC,Two year,Yes,No
8582-KRHPJ,Month-to-month,Yes,No
5811-IWXYM,One year,No,No
7044-YAACC,Month-to-month,Yes,No
8189-XRIKE,Month-to-month,No,No
1506-YJTYT,Two year,No,No
4123-DVHPH,Month-to-month,Yes,No
6425-YQLLO,One year,Yes,Yes
5442-UTCVD,Month-to-month,No,Yes
2228-BZDEE,Two year,No,No
7734-DBOAI,Month-to-month,No,Yes
2789-CZANW,Two year,No,No
2091-RFFBA,Month-to-month,Yes,Yes
2114-MGINA,Month-to-month,Yes,Yes
7596-LDUXP,One year,Yes,No
3740-RLMVT,One year,Yes,No
4489-SNOJF,Month-to-month,No,Yes
2192-OZITF,Two year,No,No
5651-CPDND,Month-to-month,No,No
2186-QZEYA,Month-to-month,Yes,No
1131-ALZWV,One year,No,No
7729-XBTWX,Two year,Yes,No
9134-WYRVP,One year,No,No
3284-SVCRO,Two year,No,No
9732-OUYRN,One year,No,No
0559-CKHUS,Two year,Yes,No
2931-SVLTV,Month-to-month,Yes,No
6899-PPEEA,Month-to-month,Yes,Yes
7504-UWHNB,Month-to-month,No,No
2582-FFFZR,Month-to-month,Yes,No
8908-NMQTX,Two year,Yes,No
2187-LZGPL,Month-to-month,Yes,Yes
1431-AIDJQ,Two year,No,No
6288-LBEAR,Month-to-month,Yes,No
4597-NUCQV,Month-to-month,Yes,Yes
9019-QVLZD,Month-to-month,No,Yes
8413-YNHNV,Two year,No,No
5808-TOTXO,One year,Yes,No
4369-NYSCF,One year,Yes,No
6333-YDVLT,One year,Yes,No
5324-KTGCG,One year,No,No
5599-HVLTW,Month-to-month,Yes,No
7394-LWLYN,Month-to-month,Yes,No
3707-LRWZD,One year,No,Yes
6873-UDNLD,Month-to-month,No,No
2700-LUEVA,Month-to-month,No,No
1455-ESIQH,Month-to-month,Yes,Yes
0958-YHXGP,Month-to-month,Yes,No
1101-SSWAG,Month-to-month,Yes,No
2979-SXESE,Month-to-month,No,Yes
4013-TLDHQ,Month-to-month,Yes,Yes
5743-KHMNA,Two year,No,No
4194-FJARJ,Two year,No,No
5325-UWTWJ,Month-to-month,Yes,No
3969-GYXEL,Month-to-month,No,No
9208-OLGAQ,Month-to-month,Yes,No
3244-CQPHU,Two year,Yes,No
2674-MLXMN,Month-to-month,Yes,No
9708-HPXWZ,Month-to-month,No,No
6992-TKNYO,One year,No,No
4468-YDOVK,Month-to-month,Yes,No
3754-DXMRT,Month-to-month,Yes,Yes
5792-JALQC,Two year,No,No
7130-VTEWQ,Month-to-month,Yes,Yes
2200-DSAAL,Two year,Yes,No
4302-ZYFEL,One year,Yes,No
9351-LZYGF,Month-to-month,Yes,No
4366-CTOUZ,Two year,Yes,No
6121-VZNQB,Month-to-month,Yes,Yes
7903-CMPEY,Month-to-month,Yes,Yes
1518-OMDIK,Month-to-month,Yes,No
6671-NGWON,Month-to-month,No,No
0595-ITUDF,Month-to-month,Yes,No
6996-KNSML,Month-to-month,Yes,Yes
1955-IBMMB,Two year,Yes,No
0096-BXERS,Month-to-month,No,No
3806-YAZOV,Month-to-month,No,No
7998-ZLXWN,Month-to-month,No,No
6253-WRFHY,One year,Yes,No
9133-AYJZG,Month-to-month,Yes,No
2675-OTVVJ,Month-to-month,No,No
8680-CGLTP,One year,Yes,No
8430-TWCBX,One year,No,No
5018-GWURO,Month-to-month,Yes,No
6741-QRLUP,Two year,Yes,No
4737-HOBAX,Two year,No,No
